"","term","sum","matched_pathways","seed"
"1843","Communicable Diseases, Imported","1","Coronavirus disease - COVID-19",3011
"1844","Corneal Diseases","1","Coronavirus disease - COVID-19",3011
"1845","Salivary Gland Fistula","0","",3011
"1846","Salmonella Infections","1","Coronavirus disease - COVID-19",3011
"1847","Joint Dislocations","0","",3011
"1848","Hereditary Breast and Ovarian Cancer Syndrome","0","",3011
"1849","Phantom Limb","0","",3011
"1850","Anus Diseases","0","",3011
"1851","Vomiting","1","Coronavirus disease - COVID-19",3011
"1852","Hemangiosarcoma","1","Coronavirus disease - COVID-19",3011
"1853","Status Epilepticus","1","Coronavirus disease - COVID-19",3011
"1854","Sarcoma 180","1","Coronavirus disease - COVID-19",3011
"1855","Bronchiectasis","1","Coronavirus disease - COVID-19",3011
"1856","Sneddon Syndrome","NA","",3011
"1857","Fibrosis","1","Coronavirus disease - COVID-19",3011
"1858","Peripheral Nervous System Diseases","1","Coronavirus disease - COVID-19",3011
"1859","Ludwig's Angina","0","",3011
"1860","Leukemia, Promyelocytic, Acute","1","Coronavirus disease - COVID-19",3011
"1861","Autoimmune Hypophysitis","0","",3011
"1862","Pars Planitis","NA","",3011
"1863","Dysentery, Bacillary","1","Coronavirus disease - COVID-19",3011
"1864","Femoral Fractures","1","Coronavirus disease - COVID-19",3011
"1865","Polymicrogyria","0","",3011
"1866","Lassa Fever","1","Coronavirus disease - COVID-19",3011
"1867","Digestive System Neoplasms","1","Coronavirus disease - COVID-19",3011
"1868","Chemotherapy-Related Cognitive Impairment","NA","",3011
"1869","Agranulocytosis","1","Coronavirus disease - COVID-19",3011
"1870","Malaria, Vivax","1","Coronavirus disease - COVID-19",3011
"1871","Leukemia, Neutrophilic, Chronic","1","Coronavirus disease - COVID-19",3011
"1872","Osteochondromatosis","0","",3011
"1873","Vitamin B Deficiency","1","Coronavirus disease - COVID-19",3011
"1874","Optic Neuritis","1","Coronavirus disease - COVID-19",3011
"1875","Meconium Aspiration Syndrome","1","Coronavirus disease - COVID-19",3011
"1876","Thrombophlebitis","1","Coronavirus disease - COVID-19",3011
"1877","Serum Sickness","1","Coronavirus disease - COVID-19",3011
"1878","Sarcoma, Experimental","0","",3011
"1879","Encephalomyelitis, Autoimmune, Experimental","1","Coronavirus disease - COVID-19",3011
"1880","Poultry Diseases","1","Coronavirus disease - COVID-19",3011
"1881","Fraser Syndrome","0","",3011
"1882","Neoplasm Regression, Spontaneous","0","",3011
"1883","Rheumatoid Nodule","1","Coronavirus disease - COVID-19",3011
"1884","Vomiting, Anticipatory","NA","",3011
"1885","Rhabdomyolysis","1","Coronavirus disease - COVID-19",3011
"1886","Aortic Aneurysm, Thoracic","1","Coronavirus disease - COVID-19",3011
"1887","Somnambulism","0","",3011
"1888","Oral Hemorrhage","1","Coronavirus disease - COVID-19",3011
"1889","Epilepsies, Partial","1","Coronavirus disease - COVID-19",3011
"1890","Colitis, Microscopic","0","",3011
"1891","Bluetongue","1","Coronavirus disease - COVID-19",3011
"1892","Genetic Diseases, Y-Linked","0","",3011
"1893","Ureteral Neoplasms","0","",3011
"1894","Plummer-Vinson Syndrome","NA","",3011
"1895","Bulimia","0","",3011
"1896","Maxillary Neoplasms","0","",3011
"1897","Carcinoma, Small Cell","0","",3011
"1898","Orbital Cellulitis","0","",3011
"1899","Patella Fracture","NA","",3011
"1900","Leg Injuries","1","Coronavirus disease - COVID-19",3011
"1901","Aphakia","0","",3011
"1902","Motion Sickness","1","Coronavirus disease - COVID-19",3011
"1903","Arteritis","1","Coronavirus disease - COVID-19",3011
"1904","Necatoriasis","0","",3011
"1905","Neuroschistosomiasis","NA","",3011
"1906","Tuberculosis, Spinal","1","Coronavirus disease - COVID-19",3011
"1907","Tolosa-Hunt Syndrome","0","",3011
"1908","Pulmonary Valve Insufficiency","0","",3011
"1909","Dictyocaulus Infections","NA","",3011
"1910","Anterior Cruciate Ligament Injuries","1","Coronavirus disease - COVID-19",3011
"1911","Arterio-Arterial Fistula","0","",3011
"1912","Measles","1","Coronavirus disease - COVID-19",3011
"1913","Subcutaneous Emphysema","1","Coronavirus disease - COVID-19",3011
"1914","Papilloma, Inverted","0","",3011
"1915","Hepatomegaly","0","",3011
"1916","Sialic Acid Storage Disease","0","",3011
"1917","Rhabdomyosarcoma, Embryonal","0","",3011
"1918","Flavivirus Infections","1","Coronavirus disease - COVID-19",3011
"1919","Torovirus Infections","NA","",3011
"1920","Vipoma","0","",3011
"1921","Pyruvate Carboxylase Deficiency Disease","0","",3011
"1922","Carcinoma, Ehrlich Tumor","0","",3011
"1923","Visceral Prolapse","NA","",3011
"1924","Facial Paralysis","0","",3011
"1925","Factor VII Deficiency","0","",3011
"1926","Cholangitis, Sclerosing","1","Coronavirus disease - COVID-19",3011
"1927","Cardiomyopathy, Dilated","1","Coronavirus disease - COVID-19",3011
"1928","Lymphangioma, Cystic","0","",3011
"1929","Fecal Impaction","0","",3011
"1930","Myopia","1","Coronavirus disease - COVID-19",3011
"1931","Strabismus","0","",3011
"1932","Aniridia","0","",3011
"1933","Lymphoma, Mantle-Cell","1","Coronavirus disease - COVID-19",3011
"1934","Leukemia, Eosinophilic, Acute","NA","",3011
"1935","Commotio Cordis","NA","",3011
"1936","Myotonia","0","",3011
"1937","Renal Insufficiency","1","Coronavirus disease - COVID-19",3011
"1938","Acne Vulgaris","1","Coronavirus disease - COVID-19",3011
"1939","Tracheobronchomalacia","0","",3011
"1940","Neuronal Ceroid-Lipofuscinoses","0","",3011
"1941","Graft Occlusion, Vascular","1","Coronavirus disease - COVID-19",3011
"1942","Acidosis, Lactic","0","",3011
"1943","Pupil Disorders","0","",3011
"1944","Leukoencephalopathies","1","Coronavirus disease - COVID-19",3011
"1945","Medial Tibial Stress Syndrome","NA","",3011
"1946","Hereditary Autoinflammatory Diseases","1","Coronavirus disease - COVID-19",3011
"1947","King's Evil","NA","",3011
"1948","Leukoedema, Oral","NA","",3011
"1949","Penile Diseases","1","Coronavirus disease - COVID-19",3011
"1950","Wasting Syndrome","1","Coronavirus disease - COVID-19",3011
"1951","Eye Infections","1","Coronavirus disease - COVID-19",3011
"1952","Porencephaly","0","",3011
"1953","Brain Diseases, Metabolic, Inborn","1","Coronavirus disease - COVID-19",3011
"1954","Cystadenocarcinoma, Serous","1","Coronavirus disease - COVID-19",3011
"1955","Perinephritis","NA","",3011
"1956","Postcholecystectomy Syndrome","NA","",3011
"1957","Hemorrhage","1","Coronavirus disease - COVID-19",3011
"1958","Ear Neoplasms","0","",3011
"1959","Male Urogenital Diseases","1","Coronavirus disease - COVID-19",3011
"1960","Uveitis","1","Coronavirus disease - COVID-19",3011
"1961","Keratitis, Dendritic","NA","",3011
"1962","Abortion, Spontaneous","1","Coronavirus disease - COVID-19",3011
"1963","Chlamydophila Infections","1","Coronavirus disease - COVID-19",3011
"1964","Anemia, Refractory","0","",3011
"1965","Mesothelioma, Malignant","1","Coronavirus disease - COVID-19",3011
"1966","Encephalitis, Japanese","1","Coronavirus disease - COVID-19",3011
"1967","Hematoma","1","Coronavirus disease - COVID-19",3011
"1968","Epilepsy, Partial, Sensory","NA","",3011
"1969","Ectromelia","0","",3011
"1970","Filariasis","1","Coronavirus disease - COVID-19",3011
"1971","Prostatism","0","",3011
"1972","Synovial Cyst","0","",3011
"1973","Bacillaceae Infections","1","Coronavirus disease - COVID-19",3011
"1974","Gangliosidoses","0","",3011
"1975","Waardenburg Syndrome","0","",3011
"1976","Mushroom Poisoning","0","",3011
"1977","Alagille Syndrome","0","",3011
"1978","Ichthyosis Bullosa of Siemens","NA","",3011
"1979","Picornaviridae Infections","1","Coronavirus disease - COVID-19",3011
"1980","Lewy Body Disease","1","Coronavirus disease - COVID-19",3011
"1981","Pyelocystitis","NA","",3011
"1982","Cheilitis","0","",3011
"1983","Adrenoleukodystrophy","0","",3011
"1984","Fecal Incontinence","0","",3011
"1985","Morbillivirus Infections","1","Coronavirus disease - COVID-19",3011
"1986","Tooth Ankylosis","0","",3011
"1987","Night Blindness","0","",3011
"1988","Stroke","1","Coronavirus disease - COVID-19",3011
"1989","Hyperparathyroidism, Primary","0","",3011
"1990","Silicotuberculosis","NA","",3011
"1991","Dissection, Abdominal Aorta","NA","",3011
"1992","Flavobacteriaceae Infections","0","",3011
"1993","Malaria","1","Coronavirus disease - COVID-19",3011
"1994","Elbow Injuries","0","",3011
"1995","Mammary Analogue Secretory Carcinoma","0","",3011
"1996","Cholestasis, Extrahepatic","0","",3011
"1997","Tonsillar Neoplasms","1","Coronavirus disease - COVID-19",3011
"1998","Acute Aortic Syndrome","1","Coronavirus disease - COVID-19",3011
"1999","Carcinoma, Neuroendocrine","1","Coronavirus disease - COVID-19",3011
"2000","Abortion, Incomplete","0","",3011
"2001","Inappropriate ADH Syndrome","0","",3011
"2002","Hand Dermatoses","0","",3011
"2003","Acinetobacter Infections","1","Coronavirus disease - COVID-19",3011
"2004","Exostoses","0","",3011
"2005","Rectal Neoplasms","1","Coronavirus disease - COVID-19",3011
"2006","Fowlpox","NA","",3011
"2007","Discitis","1","Coronavirus disease - COVID-19",3011
"2008","Breast Carcinoma In Situ","1","Coronavirus disease - COVID-19",3011
"2009","Heat Stress Disorders","1","Coronavirus disease - COVID-19",3011
"2010","Pancreaticobiliary Maljunction","NA","",3011
"2011","Calciphylaxis","0","",3011
"2012","Skull Base Neoplasms","1","Coronavirus disease - COVID-19",3011
"2013","Lung Diseases","1","Coronavirus disease - COVID-19",3011
"2014","Monoclonal Gammopathy of Undetermined Significance","1","Coronavirus disease - COVID-19",3011
"2015","Bronchitis","1","Coronavirus disease - COVID-19",3011
"2016","Tay-Sachs Disease, AB Variant","NA","",3011
"2017","Sigmoid Neoplasms","0","",3011
"2018","Alexia, Pure","0","",3011
"2019","Epidermolysis Bullosa Acquisita","1","Coronavirus disease - COVID-19",3011
"2020","Neoplasms, Gonadal Tissue","1","Coronavirus disease - COVID-19",3011
"2021","Ureteral Calculi","0","",3011
"2022","Carcinoma, Ductal","1","Coronavirus disease - COVID-19",3011
"2023","Central Nervous System Bacterial Infections","1","Coronavirus disease - COVID-19",3011
"2024","Lipid Metabolism, Inborn Errors","1","Coronavirus disease - COVID-19",3011
"2025","Lymphoma, AIDS-Related","0","",3011
"2026","Rabies","1","Coronavirus disease - COVID-19",3011
"2027","Uveoparotid Fever","NA","",3011
"2028","Pityriasis Rubra Pilaris","1","Coronavirus disease - COVID-19",3011
"2029","Radial Neuropathy","0","",3011
"2030","Anemia, Diamond-Blackfan","1","Coronavirus disease - COVID-19",3011
"2031","Genu Varum","0","",3011
"2032","Bile Duct Diseases","1","Coronavirus disease - COVID-19",3011
"2033","Sinus Thrombosis, Intracranial","0","",3011
"2034","Skull Fracture, Depressed","0","",3011
"2035","Esophageal Spasm, Diffuse","NA","",3011
"2036","Back Injuries","1","Coronavirus disease - COVID-19",3011
"2037","Osteoma","0","",3011
"2038","Pseudotumor Cerebri","1","Coronavirus disease - COVID-19",3011
"2039","Lymphocytosis","0","",3011
"2040","Bronchiolitis, Viral","1","Coronavirus disease - COVID-19",3011
"2041","Peripheral Nerve Injuries","1","Coronavirus disease - COVID-19",3011
"2042","Eye Pain","1","Coronavirus disease - COVID-19",3011
"2043","Hepadnaviridae Infections","1","Coronavirus disease - COVID-19",3011
"2044","Hemochromatosis","1","Coronavirus disease - COVID-19",3011
"2045","Seizures","1","Coronavirus disease - COVID-19",3011
"2046","Malocclusion","0","",3011
"2047","Tibial Neuropathy","0","",3011
"2048","Cardiac Output, High","0","",3011
"2049","Ureterocele","0","",3011
"2050","Gingival Overgrowth","1","Coronavirus disease - COVID-19",3011
"2051","Pneumatosis Cystoides Intestinalis","0","",3011
"2052","Livedoid Vasculopathy","0","",3011
"2053","Azoospermia","0","",3011
"2054","Fanconi Anemia","0","",3011
"2055","Cysticercosis","0","",3011
"2056","Phenylketonuria, Maternal","0","",3011
"2057","Papilloma, Choroid Plexus","0","",3011
"2058","Hepatitis, Chronic","1","Coronavirus disease - COVID-19",3011
"2059","Diastema","0","",3011
"2060","Aphasia, Wernicke","0","",3011
"2061","Otorhinolaryngologic Diseases","1","Coronavirus disease - COVID-19",3011
"2062","Carcinoma, Brown-Pearce","NA","",3011
"2063","Central Nervous System Diseases","1","Coronavirus disease - COVID-19",3011
"2064","Laryngeal Neoplasms","1","Coronavirus disease - COVID-19",3011
"2065","Abortion, Septic","NA","",3011
"2066","Ganglioglioma","0","",3011
"2067","Trisomy 13 Syndrome","0","",3011
"2068","Peritonitis, Tuberculous","0","",3011
"2069","Leukemia, Lymphoid","1","Coronavirus disease - COVID-19",3011
"2070","Intracranial Arteriovenous Malformations","1","Coronavirus disease - COVID-19",3011
"2071","Chlamydia Infections","1","Coronavirus disease - COVID-19",3011
"2072","Hyperhomocysteinemia","1","Coronavirus disease - COVID-19",3011
"2073","Cri-du-Chat Syndrome","0","",3011
"2074","Epilepsy, Partial, Motor","NA","",3011
"2075","Nevus, Intradermal","NA","",3011
"2076","Tuberculosis, Central Nervous System","1","Coronavirus disease - COVID-19",3011
"2077","Pericoronitis","NA","",3011
"2078","Iliac Aneurysm","0","",3011
"2079","Wolman Disease","0","",3011
"2080","Collagenous Sprue","NA","",3011
"2081","Glossopharyngeal Nerve Injuries","NA","",3011
"2082","Cementoma","0","",3011
"2083","Hamartoma","1","Coronavirus disease - COVID-19",3011
"2084","Hyperhidrosis","0","",3011
"2085","Hematoma, Epidural, Spinal","0","",3011
"2086","Vasa Previa","NA","",3011
"2087","Pulmonary Fibrosis","1","Coronavirus disease - COVID-19",3011
"2088","Dissection, Blood Vessel","1","Coronavirus disease - COVID-19",3011
"2089","Seminoma","1","Coronavirus disease - COVID-19",3011
"2090","Mixed Tumor, Mullerian","0","",3011
"2091","Hoarseness","0","",3011
"2092","Lemierre Syndrome","0","",3011
"2093","Chancroid","0","",3011
"2094","Hydranencephaly","0","",3011
"2095","Polydipsia, Psychogenic","0","",3011
"2096","Eye Infections, Viral","1","Coronavirus disease - COVID-19",3011
"2097","Pseudohypoparathyroidism","0","",3011
"2098","Malformations of Cortical Development, Group III","0","",3011
"2099","Piedra","NA","",3011
"2100","Bronchiolitis Obliterans Syndrome","NA","",3011
"2101","Ganglioneuroma","0","",3011
"2102","Rothmund-Thomson Syndrome","0","",3011
"2103","Solitary Pulmonary Nodule","0","",3011
"2104","Adenocarcinoma in Situ","1","Coronavirus disease - COVID-19",3011
"2105","Heart Failure, Systolic","1","Coronavirus disease - COVID-19",3011
"2106","Ureaplasma Infections","1","Coronavirus disease - COVID-19",3011
"2107","Lymphoma","1","Coronavirus disease - COVID-19",3011
"2108","Uterine Cervicitis","1","Coronavirus disease - COVID-19",3011
"2109","Connective Tissue Diseases","1","Coronavirus disease - COVID-19",3011
"2110","Neisseriaceae Infections","1","Coronavirus disease - COVID-19",3011
"2111","Typhoid Fever","1","Coronavirus disease - COVID-19",3011
"2112","Bone Diseases","1","Coronavirus disease - COVID-19",3011
"2113","Marijuana Abuse","0","",3011
"2114","Corneal Injuries","1","Coronavirus disease - COVID-19",3011
"2115","Mucinoses","1","Coronavirus disease - COVID-19",3011
"2116","Iritis","0","",3011
"2117","Werner Syndrome","1","Coronavirus disease - COVID-19",3011
"2118","Adenovirus Infections, Human","1","Coronavirus disease - COVID-19",3011
"2119","Theileriasis","1","Coronavirus disease - COVID-19",3011
"2120","Binge Drinking","1","Coronavirus disease - COVID-19",3011
"2121","Murine Acquired Immunodeficiency Syndrome","1","Coronavirus disease - COVID-19",3011
"2122","Gilbert Disease","0","",3011
"2123","Granuloma Inguinale","0","",3011
"2124","Renal Tubular Transport, Inborn Errors","1","Coronavirus disease - COVID-19",3011
"2125","Mucinosis, Follicular","0","",3011
"2126","Embolism","1","Coronavirus disease - COVID-19",3011
"2127","Focal Dermal Hypoplasia","0","",3011
"2128","Intestinal Volvulus","0","",3011
"2129","Uterine Diseases","1","Coronavirus disease - COVID-19",3011
"2130","Eye Manifestations","1","Coronavirus disease - COVID-19",3011
"2131","Rhabdomyosarcoma, Alveolar","0","",3011
"2132","Tongue, Fissured","NA","",3011
"2133","Gingival Hemorrhage","1","Coronavirus disease - COVID-19",3011
"2134","Tinnitus","0","",3011
"2135","Biotinidase Deficiency","0","",3011
"2136","Diaper Rash","0","",3011
"2137","Premature Ejaculation","1","Coronavirus disease - COVID-19",3011
"2138","Vasculitis, Leukocytoclastic, Cutaneous","1","Coronavirus disease - COVID-19",3011
"2139","Aortic Rupture","1","Coronavirus disease - COVID-19",3011
"2140","Epidural Neoplasms","0","",3011
"2141","Amelogenesis Imperfecta","0","",3011
"2142","Kernicterus","1","Coronavirus disease - COVID-19",3011
"2143","Smoke Inhalation Injury","0","",3011
"2144","Burkholderia Infections","1","Coronavirus disease - COVID-19",3011
"2145","Hydatidiform Mole, Invasive","0","",3011
"2146","Salmonella Infections, Animal","1","Coronavirus disease - COVID-19",3011
"2147","Hematocele","NA","",3011
"2148","Dysentery","1","Coronavirus disease - COVID-19",3011
"2149","Anemia, Hemolytic","1","Coronavirus disease - COVID-19",3011
"2150","Obesity","1","Coronavirus disease - COVID-19",3011
"2151","Chancre","NA","",3011
"2152","Arthropathy, Neurogenic","1","Coronavirus disease - COVID-19",3011
"2153","Mobility Limitation","1","Coronavirus disease - COVID-19",3011
"2154","Rinderpest","NA","",3011
"2155","Nephrolithiasis","1","Coronavirus disease - COVID-19",3011
"2156","Multiple Amputations, Traumatic","NA","",3011
"2157","Cubital Tunnel Syndrome","0","",3011
"2158","Actinobacillus Infections","NA","",3011
